trade_date,000300.SH,510880.SH,H11009.CSI,510410.SH,518880.SH
2023-09-25,3714.6037,3.105,219.8108,1.13,4.581
2023-09-26,3692.8928,3.092,219.7514,1.122,4.578
2023-09-27,3700.495,3.081,219.7376,1.118,4.511
2023-09-28,3689.5172,3.077,219.9671,1.12,4.436
2023-10-09,3684.7272,3.072,220.0954,1.119,4.405
2023-10-10,3657.1259,3.043,219.9299,1.112,4.348
2023-10-11,3667.5483,3.034,219.7786,1.099,4.355
2023-10-12,3702.3824,3.06,219.7598,1.11,4.39
2023-10-13,3663.4104,3.056,219.8317,1.102,4.405
2023-10-16,3626.5972,3.075,219.8777,1.11,4.46
2023-10-17,3639.4018,3.071,219.7917,1.11,4.48
2023-10-18,3610.5767,3.048,219.7306,1.099,4.523
2023-10-19,3533.5445,3.003,219.5584,1.082,4.547
2023-10-20,3510.5889,2.98,219.5414,1.078,4.597
2023-10-23,3474.2438,2.95,219.6159,1.057,4.572
2023-10-24,3487.1302,2.971,219.4668,1.071,4.575
2023-10-25,3504.4576,2.994,219.5367,1.073,4.557
2023-10-26,3514.1448,3.004,219.5059,1.076,4.59
2023-10-27,3562.3851,3.015,219.511,1.083,4.599
2023-10-30,3583.7718,2.974,219.6239,1.073,4.609
2023-10-31,3572.5056,2.982,219.758,1.077,4.62
2023-11-01,3571.0268,2.979,219.7029,1.078,4.603
2023-11-02,3554.1889,2.988,219.8261,1.072,4.613
2023-11-03,3584.1364,2.974,219.8221,1.073,4.61
2023-11-06,3632.6084,2.955,219.8257,1.065,4.587
2023-11-07,3619.7593,2.957,219.8528,1.066,4.569
2023-11-08,3611.0723,2.956,219.9377,1.059,4.551
2023-11-09,3612.8263,2.981,219.9655,1.065,4.521
2023-11-10,3586.4893,2.973,219.9788,1.071,4.554
2023-11-13,3579.4141,2.978,220.1022,1.073,4.538
2023-11-14,3582.0584,2.968,220.1165,1.069,4.558
2023-11-15,3607.2454,2.977,220.164,1.081,4.577
2023-11-16,3572.3641,2.979,220.2526,1.075,4.559
2023-11-17,3568.0685,2.969,220.3306,1.071,4.572
2023-11-20,3576.3233,2.973,220.4156,1.072,4.522
2023-11-21,3581.0674,2.989,220.4159,1.078,4.516
2023-11-22,3544.4162,2.981,220.386,1.067,4.499
2023-11-23,3561.5204,3.001,220.2266,1.073,4.495
2023-11-24,3538.0087,3.009,220.3248,1.07,4.499
2023-11-27,3511.9424,3.0,220.247,1.076,4.546
2023-11-28,3518.5232,2.994,220.3407,1.072,4.56
2023-11-29,3488.3073,2.981,220.3686,1.076,4.591
2023-11-30,3496.2028,2.99,220.5433,1.077,4.589
2023-12-01,3482.8813,3.002,220.6741,1.079,4.589
2023-12-04,3460.138,3.008,220.6773,1.088,4.643
2023-12-05,3394.2571,2.972,220.7317,1.063,4.58
2023-12-06,3399.598,2.969,220.688,1.064,4.578
2023-12-07,3391.2823,2.97,220.7418,1.055,4.584
2023-12-08,3399.4618,2.971,220.7463,1.051,4.591
2023-12-11,3419.4548,2.997,220.9218,1.058,4.557
2023-12-12,3426.803,3.009,220.9055,1.059,4.539
2023-12-13,3369.605,2.987,221.1626,1.043,4.529
2023-12-14,3351.9639,2.995,221.2015,1.043,4.598
2023-12-15,3341.5517,2.978,221.3757,1.042,4.59
2023-12-18,3329.3657,2.975,221.5423,1.036,4.576
2023-12-19,3334.0412,2.967,221.5755,1.032,4.589
2023-12-20,3297.5022,2.965,221.6703,1.032,4.604
2023-12-21,3330.8698,2.945,221.8656,1.039,4.605
2023-12-22,3337.2281,2.941,222.0282,1.052,4.627
2023-12-25,3347.4508,2.939,222.3158,1.06,4.634
2023-12-26,3324.7902,2.922,222.4963,1.055,4.647
2023-12-27,3336.3572,2.934,222.642,1.068,4.66
2023-12-28,3414.5403,2.916,222.7547,1.075,4.662
2023-12-29,3431.1099,2.931,222.8852,1.077,4.648
2024-01-02,3386.3522,2.97,222.8556,1.095,4.666
2024-01-03,3378.2971,3.01,222.8483,1.098,4.663
2024-01-04,3347.0519,3.034,222.9754,1.099,4.651
2024-01-05,3329.1114,3.044,223.2169,1.091,4.664
2024-01-08,3286.0564,3.015,223.2622,1.081,4.65
2024-01-09,3292.4994,3.038,223.4625,1.088,4.649
2024-01-10,3277.129,3.023,223.4156,1.083,4.631
2024-01-11,3295.6717,2.995,223.5034,1.075,4.631
2024-01-12,3284.1667,3.01,223.397,1.077,4.646
2024-01-15,3280.9195,3.024,223.5108,1.075,4.673
2024-01-16,3300.8762,3.034,223.4844,1.074,4.677
2024-01-17,3229.082,2.997,223.6484,1.051,4.631
2024-01-18,3274.7286,2.972,223.7781,1.041,4.616
2024-01-19,3269.7763,2.95,223.9232,1.041,4.643
2024-01-22,3218.9016,2.881,224.2094,1.008,4.625
2024-01-23,3231.9329,2.768,224.1712,1.016,4.632
2024-01-24,3277.1089,2.836,224.2346,1.033,4.626
2024-01-25,3342.9189,2.908,224.4045,1.082,4.605
2024-01-26,3333.8213,2.949,224.4296,1.087,4.625
2024-01-29,3303.9604,2.964,224.5754,1.086,4.634
2024-01-30,3245.0387,2.93,225.0249,1.069,4.647
2024-01-31,3215.3518,2.934,225.3645,1.064,4.653
2024-02-01,3217.7109,2.904,225.3244,1.056,4.668
2024-02-02,3179.6276,2.912,225.3737,1.046,4.679
2024-02-05,3200.4218,2.918,225.7518,1.042,4.643
2024-02-06,3311.6922,2.96,225.4503,1.061,4.633
2024-02-07,3343.6303,3.004,225.6169,1.091,4.642
2024-02-08,3364.9297,3.005,225.5262,1.097,4.662
2024-02-19,3403.8078,3.075,225.7557,1.127,4.644
2024-02-20,3410.8542,3.119,225.9127,1.128,4.642
2024-02-21,3456.8713,3.112,226.0006,1.133,4.642
2024-02-22,3486.6747,3.17,226.1677,1.164,4.639
2024-02-23,3489.7416,3.152,226.2689,1.161,4.63
2024-02-26,3453.3585,3.083,226.3771,1.145,4.651
2024-02-27,3494.7874,3.1,226.6653,1.151,4.646
2024-02-28,3450.2598,3.094,226.8115,1.145,4.645
2024-02-29,3516.0826,3.112,227.0711,1.148,4.647
2024-03-01,3537.8038,3.107,226.6778,1.159,4.667
2024-03-04,3540.8686,3.134,226.9375,1.178,4.725
2024-03-05,3565.5143,3.155,227.0661,1.184,4.789
2024-03-06,3551.0481,3.153,227.392,1.192,4.824
2024-03-07,3529.7195,3.172,227.5483,1.211,4.885
2024-03-08,3544.9099,3.189,227.4594,1.219,4.881
2024-03-11,3589.2635,3.157,227.4011,1.205,4.899
2024-03-12,3597.4939,3.086,226.9871,1.17,4.879
2024-03-13,3572.361,3.068,226.9356,1.177,4.87
2024-03-14,3562.2229,3.077,226.8176,1.192,4.877
2024-03-15,3569.993,3.071,226.9481,1.205,4.899
2024-03-18,3603.528,3.054,227.1153,1.205,4.86
2024-03-19,3577.6303,3.052,227.3433,1.199,4.87
2024-03-20,3585.3838,3.058,227.3605,1.208,4.88
2024-03-21,3581.0902,3.062,227.3317,1.209,4.978
2024-03-22,3545.0023,3.068,227.259,1.193,4.946
2024-03-25,3525.7634,3.078,227.2052,1.203,4.956
2024-03-26,3543.7467,3.061,227.2335,1.196,4.966
2024-03-27,3502.7866,3.06,227.4016,1.188,4.99
2024-03-28,3520.9648,3.052,227.3942,1.197,5.029
2024-03-29,3537.4843,3.072,227.547,1.236,5.126
2024-04-01,3595.6466,3.067,227.4079,1.237,5.155
2024-04-02,3580.6759,3.088,227.6104,1.256,5.159
2024-04-03,3567.8031,3.125,227.7664,1.291,5.231
2024-04-08,3536.4077,3.135,227.9067,1.28,5.354
2024-04-09,3533.4871,3.12,228.058,1.278,5.369
2024-04-10,3504.7086,3.131,227.9945,1.29,5.388
2024-04-11,3504.2447,3.171,228.0043,1.296,5.348
2024-04-12,3475.8389,3.164,228.2656,1.3,5.504
2024-04-15,3549.0759,3.23,228.3442,1.319,5.417
2024-04-16,3511.1146,3.244,228.4672,1.295,5.452
2024-04-17,3565.403,3.277,228.551,1.313,5.461
2024-04-18,3569.8018,3.286,228.8547,1.316,5.445
2024-04-19,3541.6619,3.308,228.8703,1.319,5.471
2024-04-22,3530.9045,3.221,229.1163,1.281,5.364
2024-04-23,3506.2249,3.173,229.3398,1.234,5.232
2024-04-24,3521.6219,3.174,229.1946,1.245,5.287
2024-04-25,3530.2813,3.193,229.2612,1.257,5.288
2024-04-26,3584.2686,3.164,228.8341,1.274,5.329
2024-04-29,3623.9124,3.13,228.2079,1.26,5.294
2024-04-30,3604.3943,3.143,228.7239,1.258,5.286
2024-05-06,3657.8767,3.16,228.7667,1.258,5.254
2024-05-07,3659.0076,3.16,228.8183,1.269,5.268
2024-05-08,3630.2233,3.182,228.7897,1.276,5.261
2024-05-09,3664.561,3.193,228.6314,1.289,5.25
2024-05-10,3666.2771,3.212,228.6242,1.299,5.369
2024-05-13,3664.6907,3.216,228.9151,1.29,5.337
2024-05-14,3657.0454,3.203,228.9792,1.283,5.329
2024-05-15,3626.0559,3.202,229.0254,1.278,5.37
2024-05-16,3640.3592,3.209,228.928,1.268,5.417
2024-05-17,3677.9696,3.23,228.9049,1.281,5.416
2024-05-20,3690.9623,3.269,228.9719,1.319,5.55
2024-05-21,3676.1611,3.285,228.9051,1.299,5.481
2024-05-22,3684.451,3.285,229.0002,1.293,5.492
2024-05-23,3641.7917,3.243,229.1377,1.265,5.366
2024-05-24,3601.4754,3.238,229.1792,1.261,5.319
2024-05-27,3635.7079,3.295,229.27,1.287,5.338
2024-05-28,3609.1724,3.286,229.368,1.291,5.334
2024-05-29,3613.5223,3.289,229.4555,1.313,5.37
2024-05-30,3594.3121,3.266,229.4959,1.28,5.317
2024-05-31,3579.9247,3.273,229.4935,1.276,5.343
2024-06-03,3588.7483,3.242,229.6663,1.263,5.296
2024-06-04,3615.6714,3.255,229.7102,1.266,5.346
2024-06-05,3594.7936,3.217,229.8439,1.243,5.324
2024-06-06,3592.2454,3.234,229.934,1.259,5.398
2024-06-07,3574.1143,3.261,230.0245,1.262,5.399
2024-06-11,3542.8771,3.205,230.1643,1.24,5.237
2024-06-12,3544.1225,3.246,230.1839,1.267,5.267
2024-06-13,3526.1306,3.218,230.2509,1.249,5.269
2024-06-14,3541.5331,3.223,230.4264,1.248,5.271
2024-06-17,3536.1986,3.181,230.5732,1.229,5.279
2024-06-18,3545.5902,3.188,230.7476,1.235,5.284
2024-06-19,3528.749,3.188,230.9047,1.239,5.305
2024-06-20,3503.2817,3.194,231.0089,1.245,5.351
2024-06-21,3495.6198,3.199,230.9161,1.237,5.376
2024-06-24,3476.8102,3.157,231.0173,1.221,5.29
2024-06-25,3457.9023,3.17,231.2223,1.217,5.302
2024-06-26,3480.2648,3.178,231.2556,1.223,5.271
2024-06-27,3454.1175,3.178,231.4522,1.205,5.242
2024-06-28,3461.657,3.201,231.5173,1.232,5.297
2024-07-01,3478.1827,3.269,231.1492,1.261,5.299
2024-07-02,3471.7857,3.271,231.42,1.255,5.306
2024-07-03,3463.4141,3.249,231.6022,1.247,5.34
2024-07-04,3445.8128,3.235,231.597,1.242,5.365
2024-07-05,3431.0605,3.218,231.5159,1.254,5.381
2024-07-08,3401.7604,3.207,231.1647,1.249,5.384
2024-07-09,3439.8111,3.233,231.3926,1.263,5.362
2024-07-10,3428.9657,3.167,231.4453,1.235,5.397
2024-07-11,3468.169,3.162,231.5368,1.259,5.417
2024-07-12,3472.4014,3.158,231.6751,1.244,5.446
2024-07-15,3476.2467,3.195,231.8196,1.262,5.442
2024-07-16,3498.2827,3.182,231.8223,1.274,5.505
2024-07-17,3501.5836,3.169,231.8488,1.242,5.576
2024-07-18,3520.931,3.173,231.8402,1.246,5.573
2024-07-19,3539.0156,3.15,231.9149,1.232,5.425
2024-07-22,3514.9249,3.118,232.1398,1.216,5.421
2024-07-23,3439.8779,3.097,232.2952,1.177,5.394
2024-07-24,3418.1663,3.099,232.373,1.177,5.465
2024-07-25,3399.2716,3.085,232.5361,1.151,5.327
2024-07-26,3409.2931,3.067,232.7278,1.166,5.35
2024-07-29,3390.742,3.079,232.9004,1.169,5.387
2024-07-30,3369.3821,3.064,233.0818,1.153,5.394
2024-07-31,3442.0844,3.093,233.2506,1.184,5.436
2024-08-01,3419.2666,3.096,233.4754,1.184,5.48
2024-08-02,3384.3919,3.088,233.6352,1.17,5.505
2024-08-05,3343.3205,3.047,234.0469,1.142,5.366
2024-08-06,3342.9789,3.036,233.794,1.142,5.327
2024-08-07,3341.489,3.048,234.0312,1.147,5.352
2024-08-08,3342.9369,3.059,233.8391,1.141,5.349
2024-08-09,3331.6274,3.048,233.5548,1.147,5.396
2024-08-12,3325.8645,3.068,232.9111,1.152,5.437
2024-08-13,3334.3903,3.069,233.1615,1.156,5.474
2024-08-14,3309.2389,3.062,233.4533,1.145,5.456
2024-08-15,3341.953,3.091,233.2031,1.159,5.443
2024-08-16,3345.634,3.096,233.3804,1.16,5.453
2024-08-19,3356.9677,3.126,233.5665,1.17,5.513
2024-08-20,3332.7034,3.091,233.5605,1.149,5.513
2024-08-21,3321.635,3.058,233.3545,1.156,5.537
2024-08-22,3313.1357,3.061,233.6843,1.147,5.523
2024-08-23,3327.1905,3.059,233.7269,1.147,5.504
2024-08-26,3324.2231,3.043,233.7456,1.158,5.538
2024-08-27,3305.3338,3.05,233.4792,1.161,5.534
2024-08-28,3286.4956,3.037,233.62,1.154,5.528
2024-08-29,3277.6812,2.981,233.5911,1.154,5.535
2024-08-30,3321.4323,2.99,233.5772,1.16,5.522
2024-09-02,3265.011,3.005,233.8588,1.156,5.491
2024-09-03,3273.4282,2.978,233.9507,1.14,5.501
2024-09-04,3252.1649,2.977,234.0798,1.113,5.463
2024-09-05,3257.7578,2.979,234.2158,1.109,5.502
2024-09-06,3231.3457,2.955,234.3484,1.1,5.517
2024-09-09,3192.9516,2.9,234.5142,1.073,5.477
2024-09-10,3195.7552,2.907,234.7128,1.075,5.513
2024-09-11,3186.1299,2.843,234.9636,1.065,5.542
2024-09-12,3172.4747,2.853,235.0229,1.07,5.531
2024-09-13,3159.247,2.845,235.2527,1.069,5.611
2024-09-18,3171.0102,2.878,235.631,1.087,5.609
2024-09-19,3196.0357,2.873,235.538,1.106,5.6
2024-09-20,3201.0497,2.874,235.7136,1.121,5.663
2024-09-23,3212.7639,2.905,235.8293,1.125,5.711
2024-09-24,3351.909,3.039,235.5907,1.172,5.697
2024-09-25,3401.533,3.085,235.9048,1.181,5.74
2024-09-26,3545.3204,3.189,235.6018,1.217,5.751
2024-09-27,3703.6849,3.178,234.5889,1.245,5.708
2024-09-30,4017.8545,3.399,234.1476,1.341,5.707
2024-10-08,4256.0962,3.404,233.84,1.358,5.714
2024-10-09,3955.9839,3.148,233.745,1.244,5.64
2024-10-10,3997.7879,3.27,234.0953,1.298,5.676
2024-10-11,3887.167,3.226,234.1384,1.264,5.739
2024-10-14,3961.3424,3.312,234.2765,1.294,5.799
2024-10-15,3855.9949,3.231,234.4463,1.257,5.799
2024-10-16,3831.589,3.279,234.4667,1.258,5.884
2024-10-17,3788.2217,3.231,234.7172,1.242,5.905
2024-10-18,3925.234,3.252,234.6774,1.268,5.945
2024-10-21,3935.1974,3.232,234.7876,1.283,6.02
2024-10-22,3957.7755,3.244,234.5876,1.289,6.018
2024-10-23,3973.2089,3.245,234.3166,1.289,6.056
2024-10-24,3928.8334,3.226,234.2986,1.274,5.995
2024-10-25,3956.421,3.224,234.1696,1.28,5.998
2024-10-28,3964.1569,3.245,234.0995,1.284,6.017
2024-10-29,3924.649,3.2,234.1266,1.264,6.068
2024-10-30,3889.4487,3.165,234.1189,1.254,6.14
2024-10-31,3891.0396,3.146,234.1633,1.249,6.103
2024-11-01,3890.0203,3.175,234.4656,1.278,6.051
2024-11-04,3944.7619,3.189,234.6155,1.278,6.006
2024-11-05,4044.5725,3.218,234.7849,1.307,6.006
2024-11-06,4024.2831,3.19,234.8206,1.31,5.994
2024-11-07,4145.6952,3.259,234.9785,1.318,5.86
2024-11-08,4104.047,3.226,235.0327,1.304,5.898
2024-11-11,4131.1312,3.193,235.1654,1.296,5.905
2024-11-12,4085.743,3.173,235.3735,1.268,5.807
2024-11-13,4110.8901,3.193,235.3034,1.275,5.796
2024-11-14,4039.6191,3.167,235.3142,1.252,5.68
2024-11-15,3968.8308,3.17,235.3256,1.24,5.683
2024-11-18,3950.3806,3.218,235.0958,1.242,5.758
2024-11-19,3976.8912,3.209,235.2321,1.257,5.858
2024-11-20,3985.7727,3.215,235.1868,1.26,5.857
2024-11-21,3989.2979,3.218,235.3186,1.262,5.933
2024-11-22,3865.6989,3.142,235.3507,1.233,6.01
2024-11-25,3848.0909,3.148,235.5309,1.223,5.916
2024-11-26,3840.1847,3.159,235.6646,1.213,5.844
2024-11-27,3907.0447,3.189,235.7666,1.222,5.899
2024-11-28,3872.5505,3.186,235.9775,1.211,5.869
2024-11-29,3916.5832,3.201,236.2623,1.221,5.923
2024-12-02,3947.632,3.209,236.9868,1.232,5.872
2024-12-03,3951.8912,3.241,236.9349,1.237,5.931
2024-12-04,3930.5568,3.266,237.324,1.252,5.929
2024-12-05,3921.5881,3.259,237.4641,1.241,5.927
2024-12-06,3973.1405,3.302,237.4479,1.253,5.903
2024-12-09,3966.5708,3.31,237.6378,1.26,5.936
2024-12-10,3995.6369,3.306,238.7815,1.26,5.961
2024-12-11,3988.8308,3.319,238.7922,1.27,6.011
2024-12-12,4028.5048,3.325,238.9319,1.271,6.052
2024-12-13,3933.1808,3.288,239.5153,1.239,6.001
2024-12-16,3911.8416,3.317,239.9888,1.235,5.947
2024-12-17,3922.0334,3.312,239.891,1.229,5.94
2024-12-18,3941.89,3.332,239.7188,1.238,5.932
2024-12-19,3945.4635,3.292,239.6108,1.223,5.885
2024-12-20,3927.7441,3.264,240.012,1.209,5.892
2024-12-23,3933.5718,3.278,240.0874,1.212,5.951
2024-12-24,3983.6882,3.311,239.9499,1.22,5.921
2024-12-25,3985.6291,3.326,239.8701,1.221,5.936
2024-12-26,3987.4801,3.316,239.8468,1.221,5.94
2024-12-27,3981.0307,3.315,240.2055,1.217,5.945
2024-12-30,3999.0549,3.362,240.1414,1.228,5.923
2024-12-31,3934.9109,3.351,240.4814,1.213,5.928
2025-01-02,3820.3952,3.279,241.276,1.189,5.977
2025-01-03,3775.1648,3.248,241.6066,1.196,6.029
2025-01-06,3768.9697,3.248,241.7581,1.195,5.99
2025-01-07,3796.1055,3.234,241.6484,1.205,6.0
2025-01-08,3789.2153,3.228,241.6587,1.196,6.03
2025-01-09,3779.8773,3.184,241.3115,1.187,6.065
2025-01-10,3732.4806,3.151,241.2057,1.181,6.105
2025-01-13,3722.513,3.124,241.1214,1.192,6.12
2025-01-14,3820.5395,3.174,241.0987,1.208,6.068
2025-01-15,3796.026,3.183,241.3131,1.196,6.102
2025-01-16,3800.3836,3.213,241.2627,1.216,6.122
2025-01-17,3812.3429,3.196,241.2147,1.213,6.139
2025-01-20,3829.6764,3.185,241.1443,1.2,6.127
2025-01-21,3832.6145,3.027,241.2619,1.19,6.127
2025-01-22,3797.0166,3.003,241.2056,1.187,6.181
2025-01-23,3803.7439,3.052,241.1934,1.189,6.187
2025-01-24,3832.8637,3.067,241.135,1.193,6.218
2025-01-27,3817.0802,3.105,241.5883,1.197,6.202
2025-02-05,3795.0848,3.043,241.8367,1.193,6.439
2025-02-06,3842.8314,3.041,242.0317,1.206,6.402
2025-02-07,3892.7028,3.054,242.0371,1.219,6.42
2025-02-10,3901.0618,3.047,241.9063,1.22,6.518
2025-02-11,3883.1352,3.06,241.9756,1.221,6.584
2025-02-12,3919.8617,3.062,241.979,1.216,6.538
2025-02-13,3905.1398,3.065,242.023,1.208,6.57
2025-02-14,3939.0085,3.068,241.8379,1.208,6.605
2025-02-17,3947.3983,3.055,241.5331,1.187,6.494
2025-02-18,3912.7829,3.053,241.1948,1.176,6.555
2025-02-19,3940.1602,3.035,241.2754,1.177,6.598
2025-02-20,3928.8959,3.022,240.8996,1.18,6.619
2025-02-21,3978.444,3.0,240.6035,1.174,6.568
2025-02-24,3969.7169,2.996,239.9584,1.173,6.581
2025-02-25,3925.6505,2.975,239.9474,1.163,6.582
2025-02-26,3959.9413,3.001,239.96,1.168,6.519
2025-02-27,3968.1159,3.028,239.7304,1.163,6.492
2025-02-28,3890.0487,3.01,239.8889,1.151,6.444
2025-03-03,3888.4738,2.997,240.0688,1.162,6.451
2025-03-04,3885.2208,2.996,240.0107,1.158,6.499
2025-03-05,3902.5706,3.004,240.0085,1.159,6.547
2025-03-06,3956.2369,2.998,239.8279,1.172,6.535
2025-03-07,3944.0143,2.997,239.0299,1.182,6.526
2025-03-10,3928.8018,3.001,238.9446,1.195,6.544
2025-03-11,3941.4157,3.022,238.2206,1.197,6.505
2025-03-12,3927.2315,3.018,238.5435,1.192,6.526
2025-03-13,3911.5793,3.046,238.512,1.213,6.575
2025-03-14,4006.5567,3.068,238.4209,1.225,6.673
2025-03-17,3996.7876,3.077,237.9161,1.22,6.677
2025-03-18,4007.7229,3.065,237.8736,1.23,6.727
2025-03-19,4010.168,3.066,237.8652,1.227,6.8
2025-03-20,3974.9918,3.061,238.2835,1.231,6.807
2025-03-21,3914.6956,3.055,238.4623,1.217,6.774
2025-03-24,3934.8486,3.078,238.4945,1.233,6.78
2025-03-25,3932.2951,3.1,238.4767,1.243,6.774
2025-03-26,3919.3566,3.101,238.781,1.236,6.795
2025-03-27,3932.4117,3.099,238.752,1.23,6.812
2025-03-28,3915.1662,3.082,238.8186,1.221,6.938
2025-03-31,3887.3056,3.073,238.9058,1.21,7.012
2025-04-01,3887.6841,3.097,238.9743,1.223,7.056
2025-04-02,3884.3858,3.112,239.3861,1.212,7.029
2025-04-03,3861.5034,3.117,240.4604,1.201,7.094
2025-04-07,3589.4406,2.938,241.5735,1.082,6.877
2025-04-08,3650.759,3.003,241.1335,1.134,6.925
2025-04-09,3686.7943,3.007,241.215,1.143,7.012
2025-04-10,3735.1151,3.038,241.1421,1.166,7.164
2025-04-11,3750.5167,3.023,241.1741,1.169,7.273
2025-04-14,3759.1422,3.051,241.2386,1.194,7.327
2025-04-15,3761.2348,3.066,241.1965,1.188,7.325
2025-04-16,3772.8204,3.082,241.3902,1.19,7.503
2025-04-17,3772.2221,3.075,241.2697,1.188,7.565
2025-04-18,3772.523,3.077,241.2772,1.189,7.583
2025-04-21,3784.8806,3.067,241.1386,1.21,7.724
2025-04-22,3783.9522,3.077,241.3044,1.211,7.982
2025-04-23,3786.8824,3.061,241.1552,1.196,7.5
2025-04-24,3784.3574,3.074,241.1475,1.193,7.582
2025-04-25,3786.9937,3.071,241.1899,1.198,7.53
2025-04-28,3781.6188,3.074,241.3485,1.187,7.465
2025-04-29,3775.0767,3.062,241.7523,1.179,7.517
2025-04-30,3770.5705,3.038,241.8688,1.174,7.471
2025-05-06,3808.5424,3.03,241.994,1.193,7.612
2025-05-07,3831.627,3.049,241.8881,1.204,7.671
2025-05-08,3852.8963,3.053,242.0923,1.2,7.557
2025-05-09,3846.1566,3.07,242.1935,1.195,7.531
2025-05-12,3890.6096,3.083,241.9378,1.201,7.376
2025-05-13,3896.2583,3.105,241.7794,1.204,7.332
2025-05-14,3943.2108,3.133,241.7531,1.215,7.277
2025-05-15,3907.1992,3.124,241.7798,1.206,7.062
2025-05-16,3889.0854,3.106,241.6399,1.202,7.177
2025-05-19,3877.1453,3.117,241.7913,1.2,7.222
2025-05-20,3898.1705,3.121,241.8652,1.202,7.209
2025-05-21,3916.3807,3.15,241.8714,1.229,7.439
2025-05-22,3913.8651,3.151,241.87,1.219,7.45
2025-05-23,3882.2741,3.123,241.815,1.217,7.454
2025-05-26,3860.1067,3.107,241.9331,1.218,7.425
2025-05-27,3839.3969,3.095,241.8934,1.199,7.366
2025-05-28,3836.2366,3.1,241.8132,1.204,7.375
2025-05-29,3858.6998,3.108,241.5716,1.209,7.3
2025-05-30,3840.2323,3.122,241.7973,1.204,7.369
2025-06-03,3852.0127,3.134,241.8902,1.207,7.478
2025-06-04,3868.7429,3.142,241.9562,1.219,7.474
2025-06-05,3877.5557,3.124,242.001,1.217,7.483
2025-06-06,3873.9841,3.124,242.1498,1.224,7.481
2025-06-09,3885.2459,3.128,242.3233,1.224,7.4
2025-06-10,3865.4652,3.133,242.4182,1.226,7.405
2025-06-11,3894.6252,3.142,242.5343,1.247,7.428
2025-06-12,3892.1992,3.14,242.6372,1.248,7.497
2025-06-13,3864.1822,3.125,242.676,1.255,7.588
2025-06-16,3873.7951,3.131,242.7529,1.256,7.563
2025-06-17,3870.3786,3.134,242.8929,1.263,7.499
2025-06-18,3874.9708,3.138,243.0076,1.256,7.503
2025-06-19,3843.0912,3.124,243.1932,1.244,7.465
2025-06-20,3846.6443,3.14,243.2905,1.239,7.436
2025-06-23,3857.9016,3.153,243.3677,1.25,7.464
2025-06-24,3904.0342,3.157,243.2642,1.243,7.372
2025-06-25,3960.0662,3.173,243.158,1.251,7.392
2025-06-26,3946.0195,3.18,243.1048,1.253,7.405
2025-06-27,3921.7578,3.154,243.1717,1.262,7.326
2025-06-30,3936.0791,3.152,243.0819,1.266,7.314
2025-07-01,3942.762,3.175,243.1761,1.282,7.397
2025-07-02,3943.6849,3.199,243.4766,1.29,7.394
2025-07-03,3968.0676,3.198,243.4828,1.284,7.445
2025-07-04,3982.2034,3.222,243.5479,1.277,7.407
2025-07-07,3965.1746,3.235,243.6473,1.268,7.355
2025-07-08,3998.4527,3.229,243.5421,1.283,7.398
2025-07-09,3991.4006,3.245,243.5303,1.266,7.314
2025-07-10,4010.0243,3.271,243.4424,1.282,7.371
2025-07-11,4014.807,3.25,243.3221,1.297,7.376
2025-07-14,4017.6678,3.272,243.2582,1.301,7.44
2025-07-15,4019.0644,3.233,243.4605,1.285,7.436
2025-07-16,4007.2019,3.221,243.5194,1.285,7.402
2025-07-17,4034.491,3.212,243.5915,1.289,7.397
2025-07-18,4058.5486,3.226,243.557,1.315,7.403
2025-07-21,4085.6072,3.247,243.4069,1.342,7.446
2025-07-22,4118.9582,3.3,243.2981,1.385,7.474
2025-07-23,4119.7685,3.297,242.9721,1.379,7.548
2025-07-24,4149.0368,3.307,242.6832,1.422,7.424
2025-07-25,4127.1634,3.293,242.5215,1.396,7.409
2025-07-28,4135.8242,3.26,242.7985,1.387,7.388
2025-07-29,4152.0247,3.251,242.5178,1.393,7.363
2025-07-30,4151.2379,3.262,242.4755,1.396,7.377
2025-07-31,4075.5912,3.211,242.8961,1.358,7.35
2025-08-01,4054.9286,3.208,242.9431,1.344,7.352
2025-08-04,4070.7023,3.222,243.0204,1.365,7.446
2025-08-05,4103.45,3.254,243.0604,1.368,7.455
2025-08-06,4113.4852,3.267,243.0666,1.383,7.468
2025-08-07,4114.666,3.279,243.1241,1.394,7.484
2025-08-08,4104.9669,3.278,243.1284,1.411,7.508
2025-08-11,4122.5106,3.26,242.9152,1.4,7.429
2025-08-12,4143.8252,3.278,242.746,1.404,7.399
2025-08-13,4176.5776,3.258,242.6716,1.42,7.415
2025-08-14,4173.3131,3.237,242.4995,1.405,7.424
2025-08-15,4202.3533,3.231,242.4698,1.425,7.401
2025-08-18,4239.4125,3.223,241.8007,1.436,7.413
2025-08-19,4223.3741,3.217,241.7532,1.428,7.391
2025-08-20,4271.3958,3.24,241.6115,1.441,7.374
2025-08-21,4288.0707,3.256,241.5669,1.44,7.394
2025-08-22,4377.9977,3.253,241.5553,1.459,7.378
2025-08-25,4469.2217,3.273,241.7372,1.511,7.427
2025-08-26,4452.5905,3.261,241.8843,1.498,7.449
2025-08-27,4386.1266,3.208,241.8617,1.482,7.45
2025-08-28,4463.782,3.205,241.6779,1.497,7.468
2025-08-29,4496.7591,3.189,241.6621,1.531,7.486
2025-09-01,4523.7111,3.171,241.8401,1.574,7.647
